case	comparison	snf_fda-cgc
ACH-000111	ACH-000099	0.98133539
ACH-000111	ACH-000100	0.979607178
ACH-000111	ACH-000102	0.980543422
ACH-000111	ACH-000103	0.980415269
ACH-000111	ACH-000107	0.980474973
ACH-000111	ACH-000109	0.981634003
ACH-000111	ACH-000111	0.428326746
ACH-000111	ACH-000114	0.980414244
ACH-000111	ACH-000115	0.979788019
ACH-000111	ACH-000117	0.981513433
ACH-000111	ACH-000121	0.979556148
ACH-000111	ACH-000129	0.981157903
ACH-000111	ACH-000132	0.980753658
ACH-000111	ACH-000138	0.98123291
ACH-000111	ACH-000139	0.981236238
ACH-000111	ACH-000142	0.981142413
ACH-000111	ACH-000144	0.980600428
ACH-000111	ACH-000145	0.979763632
ACH-000111	ACH-000147	0.980117347
ACH-000111	ACH-000148	0.979688245
ACH-000111	ACH-000149	0.980708952
ACH-000111	ACH-000159	0.980448007
ACH-000111	ACH-000161	0.981195668
ACH-000111	ACH-000171	0.981281562
ACH-000111	ACH-000174	0.980162232
ACH-000111	ACH-000176	0.981271725
ACH-000111	ACH-000181	0.979396659
ACH-000114	ACH-000001	0.981203062
ACH-000114	ACH-000007	0.980945599
ACH-000114	ACH-000008	0.980870709
ACH-000114	ACH-000009	0.980358628
ACH-000114	ACH-000012	0.981511649
ACH-000114	ACH-000015	0.980376521
ACH-000114	ACH-000023	0.980725741
ACH-000114	ACH-000030	0.980860231
ACH-000114	ACH-000035	0.981480953
ACH-000114	ACH-000040	0.981453619
ACH-000114	ACH-000042	0.981320443
ACH-000114	ACH-000047	0.981184824
ACH-000114	ACH-000052	0.981245672
ACH-000114	ACH-000055	0.980540476
ACH-000114	ACH-000062	0.980512594
ACH-000114	ACH-000067	0.980165309
ACH-000114	ACH-000078	0.981256816
ACH-000114	ACH-000082	0.98127923
ACH-000114	ACH-000087	0.980745449
ACH-000114	ACH-000092	0.980722956
ACH-000114	ACH-000094	0.979229546
ACH-000114	ACH-000098	0.98009628
ACH-000114	ACH-000099	0.980846439
ACH-000114	ACH-000100	0.979993998
ACH-000114	ACH-000102	0.980032552
ACH-000114	ACH-000103	0.979413539
ACH-000114	ACH-000107	0.979618684
ACH-000114	ACH-000109	0.980811897
ACH-000114	ACH-000111	0.980414244
ACH-000114	ACH-000114	0.429802229
ACH-000114	ACH-000115	0.980771353
ACH-000114	ACH-000117	0.980857153
ACH-000114	ACH-000121	0.980435209
ACH-000114	ACH-000129	0.980866812
ACH-000114	ACH-000132	0.979772788
ACH-000114	ACH-000138	0.980468805
ACH-000114	ACH-000139	0.980125844
ACH-000114	ACH-000142	0.980447319
ACH-000114	ACH-000144	0.980664664
ACH-000114	ACH-000145	0.980508879
ACH-000114	ACH-000147	0.980749709
ACH-000114	ACH-000148	0.980445545
ACH-000114	ACH-000149	0.981294543
ACH-000114	ACH-000159	0.979849719
ACH-000114	ACH-000161	0.980845222
ACH-000114	ACH-000171	0.981538824
ACH-000114	ACH-000174	0.980107633
ACH-000114	ACH-000176	0.980695332
ACH-000114	ACH-000181	0.980446247
ACH-000115	ACH-000001	0.98027415
ACH-000115	ACH-000007	0.981247614
ACH-000115	ACH-000008	0.981533449
ACH-000115	ACH-000009	0.980172515
ACH-000115	ACH-000012	0.980712253
ACH-000115	ACH-000015	0.979769942
ACH-000115	ACH-000023	0.980925699
ACH-000115	ACH-000030	0.980800934
ACH-000115	ACH-000035	0.98057229
ACH-000115	ACH-000040	0.980957624
ACH-000115	ACH-000042	0.980460675
ACH-000115	ACH-000047	0.980456186
ACH-000115	ACH-000052	0.980333733
ACH-000115	ACH-000055	0.980846924
ACH-000115	ACH-000062	0.981000957
ACH-000115	ACH-000067	0.981547176
ACH-000115	ACH-000078	0.980717048
ACH-000115	ACH-000082	0.980372073
ACH-000115	ACH-000087	0.979858892
ACH-000115	ACH-000092	0.979919595
ACH-000115	ACH-000094	0.980780007
ACH-000115	ACH-000098	0.980212541
ACH-000115	ACH-000099	0.981255151
ACH-000115	ACH-000100	0.98023839
ACH-000115	ACH-000102	0.980487704
ACH-000115	ACH-000103	0.980709102
ACH-000115	ACH-000107	0.980294095
ACH-000115	ACH-000109	0.981167156
ACH-000115	ACH-000111	0.979788019
ACH-000115	ACH-000114	0.980771353
ACH-000115	ACH-000115	0.428490382
ACH-000115	ACH-000117	0.981087094
ACH-000115	ACH-000121	0.979346573
ACH-000115	ACH-000129	0.981143945
ACH-000115	ACH-000132	0.980416236
ACH-000115	ACH-000138	0.981056694
ACH-000115	ACH-000139	0.981381359
ACH-000115	ACH-000142	0.981563251
ACH-000115	ACH-000144	0.980969053
ACH-000115	ACH-000145	0.979927634
ACH-000115	ACH-000147	0.98061086
ACH-000115	ACH-000148	0.979948102
ACH-000115	ACH-000149	0.981214608
ACH-000115	ACH-000159	0.980823085
ACH-000115	ACH-000161	0.980984522
ACH-000115	ACH-000171	0.980665726
ACH-000115	ACH-000174	0.979837998
ACH-000115	ACH-000176	0.981501554
ACH-000115	ACH-000181	0.979779857
ACH-000117	ACH-000001	0.981237564
ACH-000117	ACH-000007	0.980594154
ACH-000117	ACH-000008	0.980609573
ACH-000117	ACH-000009	0.980813789
ACH-000117	ACH-000012	0.980770815
ACH-000117	ACH-000015	0.981183426
ACH-000117	ACH-000023	0.980778477
ACH-000117	ACH-000030	0.980336007
ACH-000117	ACH-000035	0.981335377
ACH-000117	ACH-000040	0.980635034
ACH-000117	ACH-000042	0.980878328
ACH-000117	ACH-000047	0.980769163
ACH-000117	ACH-000052	0.980662636
ACH-000117	ACH-000055	0.979814331
ACH-000117	ACH-000062	0.980319234
ACH-000117	ACH-000067	0.980734382
ACH-000117	ACH-000078	0.980045696
ACH-000117	ACH-000082	0.980073015
ACH-000117	ACH-000087	0.981017791
ACH-000117	ACH-000092	0.981170542
ACH-000117	ACH-000094	0.980869644
ACH-000117	ACH-000098	0.981573195
ACH-000117	ACH-000099	0.980452765
ACH-000117	ACH-000100	0.981574452
ACH-000117	ACH-000102	0.980808244
ACH-000117	ACH-000103	0.980859254
ACH-000117	ACH-000107	0.980771232
ACH-000117	ACH-000109	0.980316159
ACH-000117	ACH-000111	0.981513433
ACH-000117	ACH-000114	0.980857153
ACH-000117	ACH-000115	0.981087094
ACH-000117	ACH-000117	0.428806851
ACH-000117	ACH-000121	0.981091973
ACH-000117	ACH-000129	0.979276781
ACH-000117	ACH-000132	0.980415028
ACH-000117	ACH-000138	0.979184044
ACH-000117	ACH-000139	0.980312057
ACH-000117	ACH-000142	0.979190433
ACH-000117	ACH-000144	0.98108193
ACH-000117	ACH-000145	0.981224855
ACH-000117	ACH-000147	0.980150856
ACH-000117	ACH-000148	0.980742121
ACH-000117	ACH-000149	0.981347013
ACH-000117	ACH-000159	0.980542908
ACH-000117	ACH-000161	0.980222465
ACH-000117	ACH-000171	0.980903215
ACH-000117	ACH-000174	0.981493671
ACH-000117	ACH-000176	0.97985504
ACH-000117	ACH-000181	0.981236073
ACH-000121	ACH-000001	0.980251833
ACH-000121	ACH-000007	0.981578465
ACH-000121	ACH-000008	0.981256847
ACH-000121	ACH-000009	0.979825097
ACH-000121	ACH-000012	0.980833169
ACH-000121	ACH-000015	0.979981207
ACH-000121	ACH-000023	0.980607892
ACH-000121	ACH-000030	0.980892717
ACH-000121	ACH-000035	0.980964527
ACH-000121	ACH-000040	0.980949694
ACH-000121	ACH-000042	0.980369552
ACH-000121	ACH-000047	0.980905833
ACH-000121	ACH-000052	0.98032924
ACH-000121	ACH-000055	0.980991346
ACH-000121	ACH-000062	0.98103746
ACH-000121	ACH-000067	0.981537849
ACH-000121	ACH-000078	0.980943425
ACH-000121	ACH-000082	0.980812453
ACH-000121	ACH-000087	0.980299957
ACH-000121	ACH-000092	0.979712576
ACH-000121	ACH-000094	0.980752052
ACH-000121	ACH-000098	0.97989357
ACH-000121	ACH-000099	0.981135622
ACH-000121	ACH-000100	0.979849841
ACH-000121	ACH-000102	0.980495873
ACH-000121	ACH-000103	0.980345182
ACH-000121	ACH-000107	0.980375958
ACH-000121	ACH-000109	0.981072967
ACH-000121	ACH-000111	0.979556148
ACH-000121	ACH-000114	0.980435209
ACH-000121	ACH-000115	0.979346573
ACH-000121	ACH-000117	0.981091973
ACH-000121	ACH-000121	0.4285258
ACH-000121	ACH-000129	0.981178352
ACH-000121	ACH-000132	0.980716171
ACH-000121	ACH-000138	0.980921211
ACH-000121	ACH-000139	0.98133283
ACH-000121	ACH-000142	0.98151458
ACH-000121	ACH-000144	0.980583167
ACH-000121	ACH-000145	0.980074119
ACH-000121	ACH-000147	0.980576489
ACH-000121	ACH-000148	0.980123373
ACH-000121	ACH-000149	0.981196068
ACH-000121	ACH-000159	0.980774265
ACH-000121	ACH-000161	0.98096404
ACH-000121	ACH-000171	0.980383094
ACH-000121	ACH-000174	0.98009742
ACH-000121	ACH-000176	0.981507507
ACH-000121	ACH-000181	0.979820513
ACH-000129	ACH-000001	0.980707798
ACH-000129	ACH-000007	0.98042586
ACH-000129	ACH-000008	0.980277797
ACH-000129	ACH-000009	0.981196287
ACH-000129	ACH-000012	0.980927169
ACH-000129	ACH-000015	0.981183573
ACH-000129	ACH-000023	0.981322845
ACH-000129	ACH-000030	0.980579721
ACH-000129	ACH-000035	0.980965757
ACH-000129	ACH-000040	0.981214275
ACH-000129	ACH-000042	0.981334814
ACH-000129	ACH-000047	0.980970325
ACH-000129	ACH-000052	0.981279875
ACH-000129	ACH-000055	0.980137706
ACH-000129	ACH-000062	0.98065901
ACH-000129	ACH-000067	0.980163499
ACH-000129	ACH-000078	0.980663985
ACH-000129	ACH-000082	0.98136856
ACH-000129	ACH-000087	0.981461215
ACH-000129	ACH-000092	0.98083038
ACH-000129	ACH-000094	0.980891114
ACH-000129	ACH-000098	0.981294771
ACH-000129	ACH-000099	0.980199449
ACH-000129	ACH-000100	0.981351243
ACH-000129	ACH-000102	0.980500093
ACH-000129	ACH-000103	0.980600684
ACH-000129	ACH-000107	0.980819148
ACH-000129	ACH-000109	0.980422226
ACH-000129	ACH-000111	0.981157903
ACH-000129	ACH-000114	0.980866812
ACH-000129	ACH-000115	0.981143945
ACH-000129	ACH-000117	0.979276781
ACH-000129	ACH-000121	0.981178352
ACH-000129	ACH-000129	0.42787441
ACH-000129	ACH-000132	0.980452273
ACH-000129	ACH-000138	0.980705899
ACH-000129	ACH-000139	0.980665758
ACH-000129	ACH-000142	0.978327617
ACH-000129	ACH-000144	0.981316561
ACH-000129	ACH-000145	0.98155304
ACH-000129	ACH-000147	0.979086221
ACH-000129	ACH-000148	0.980952159
ACH-000129	ACH-000149	0.980752122
ACH-000129	ACH-000159	0.980455679
ACH-000129	ACH-000161	0.980481927
ACH-000129	ACH-000171	0.980998362
ACH-000129	ACH-000174	0.981474571
ACH-000129	ACH-000176	0.979407433
ACH-000129	ACH-000181	0.981363677
ACH-000132	ACH-000001	0.980751769
ACH-000132	ACH-000007	0.980858657
ACH-000132	ACH-000008	0.980578144
ACH-000132	ACH-000009	0.980429568
ACH-000132	ACH-000012	0.981119367
ACH-000132	ACH-000015	0.980356094
ACH-000132	ACH-000023	0.981165214
ACH-000132	ACH-000030	0.980370112
ACH-000132	ACH-000035	0.981070432
ACH-000132	ACH-000040	0.981528096
ACH-000132	ACH-000042	0.981010261
ACH-000132	ACH-000047	0.981181961
ACH-000132	ACH-000052	0.981487374
ACH-000132	ACH-000055	0.980677144
ACH-000132	ACH-000062	0.980622682
ACH-000132	ACH-000067	0.980256669
ACH-000132	ACH-000078	0.98121017
ACH-000132	ACH-000082	0.981155746
ACH-000132	ACH-000087	0.980228295
ACH-000132	ACH-000092	0.980407546
ACH-000132	ACH-000094	0.979429246
ACH-000132	ACH-000098	0.980072862
ACH-000132	ACH-000099	0.980820198
ACH-000132	ACH-000100	0.980767206
ACH-000132	ACH-000102	0.979807019
ACH-000132	ACH-000103	0.980022744
ACH-000132	ACH-000107	0.979907149
ACH-000132	ACH-000109	0.980535956
ACH-000132	ACH-000111	0.980753658
ACH-000132	ACH-000114	0.979772788
ACH-000132	ACH-000115	0.980416236
ACH-000132	ACH-000117	0.980415028
ACH-000132	ACH-000121	0.980716171
ACH-000132	ACH-000129	0.980452273
ACH-000132	ACH-000132	0.429754993
ACH-000132	ACH-000138	0.980738883
ACH-000132	ACH-000139	0.980859937
ACH-000132	ACH-000142	0.980489245
ACH-000132	ACH-000144	0.98137287
ACH-000132	ACH-000145	0.980065559
ACH-000132	ACH-000147	0.981059383
ACH-000132	ACH-000148	0.980193447
ACH-000132	ACH-000149	0.981208016
ACH-000132	ACH-000159	0.980089172
ACH-000132	ACH-000161	0.980775523
ACH-000132	ACH-000171	0.981469137
ACH-000132	ACH-000174	0.980685366
ACH-000132	ACH-000176	0.980686931
ACH-000132	ACH-000181	0.98040851
ACH-000138	ACH-000001	0.980849774
ACH-000138	ACH-000007	0.980653684
ACH-000138	ACH-000008	0.980707271
ACH-000138	ACH-000009	0.98097083
ACH-000138	ACH-000012	0.980730986
ACH-000138	ACH-000015	0.981064081
ACH-000138	ACH-000023	0.980837366
ACH-000138	ACH-000030	0.980372652
ACH-000138	ACH-000035	0.981127959
ACH-000138	ACH-000040	0.980856136
ACH-000138	ACH-000042	0.980470285
ACH-000138	ACH-000047	0.980042149
ACH-000138	ACH-000052	0.980812203
ACH-000138	ACH-000055	0.980119839
ACH-000138	ACH-000062	0.980004762
ACH-000138	ACH-000067	0.980801481
ACH-000138	ACH-000078	0.979424099
ACH-000138	ACH-000082	0.97876862
ACH-000138	ACH-000087	0.980870524
ACH-000138	ACH-000092	0.981164087
ACH-000138	ACH-000094	0.980453747
ACH-000138	ACH-000098	0.981236118
ACH-000138	ACH-000099	0.980671117
ACH-000138	ACH-000100	0.981501185
ACH-000138	ACH-000102	0.980823879
ACH-000138	ACH-000103	0.980394612
ACH-000138	ACH-000107	0.980339476
ACH-000138	ACH-000109	0.980650241
ACH-000138	ACH-000111	0.98123291
ACH-000138	ACH-000114	0.980468805
ACH-000138	ACH-000115	0.981056694
ACH-000138	ACH-000117	0.979184044
ACH-000138	ACH-000121	0.980921211
ACH-000138	ACH-000129	0.980705899
ACH-000138	ACH-000132	0.980738883
ACH-000138	ACH-000138	0.428414489
ACH-000138	ACH-000139	0.98063084
ACH-000138	ACH-000142	0.980370114
ACH-000138	ACH-000144	0.981019132
ACH-000138	ACH-000145	0.981096042
ACH-000138	ACH-000147	0.980987127
ACH-000138	ACH-000148	0.981407957
ACH-000138	ACH-000149	0.981328362
ACH-000138	ACH-000159	0.980851048
ACH-000138	ACH-000161	0.980095964
ACH-000138	ACH-000171	0.980516366
ACH-000138	ACH-000174	0.981189088
ACH-000138	ACH-000176	0.980726869
ACH-000138	ACH-000181	0.981521965
ACH-000139	ACH-000001	0.980949074
ACH-000139	ACH-000007	0.979629816
ACH-000139	ACH-000008	0.979473837
ACH-000139	ACH-000009	0.980875393
ACH-000139	ACH-000012	0.980702659
ACH-000139	ACH-000015	0.981583604
ACH-000139	ACH-000023	0.980158434
ACH-000139	ACH-000030	0.979187301
ACH-000139	ACH-000035	0.981000535
ACH-000139	ACH-000040	0.980629021
ACH-000139	ACH-000042	0.980615531
ACH-000139	ACH-000047	0.98108789
ACH-000139	ACH-000052	0.980577746
ACH-000139	ACH-000055	0.979894545
ACH-000139	ACH-000062	0.979607882
ACH-000139	ACH-000067	0.9801242
ACH-000139	ACH-000078	0.98129643
ACH-000139	ACH-000082	0.981382455
ACH-000139	ACH-000087	0.98121794
ACH-000139	ACH-000092	0.981135721
ACH-000139	ACH-000094	0.980211474
ACH-000139	ACH-000098	0.981527337
ACH-000139	ACH-000099	0.980264393
ACH-000139	ACH-000100	0.981377919
ACH-000139	ACH-000102	0.980633874
ACH-000139	ACH-000103	0.980800158
ACH-000139	ACH-000107	0.980010795
ACH-000139	ACH-000109	0.979642635
ACH-000139	ACH-000111	0.981236238
ACH-000139	ACH-000114	0.980125844
ACH-000139	ACH-000115	0.981381359
ACH-000139	ACH-000117	0.980312057
ACH-000139	ACH-000121	0.98133283
ACH-000139	ACH-000129	0.980665758
ACH-000139	ACH-000132	0.980859937
ACH-000139	ACH-000138	0.98063084
ACH-000139	ACH-000139	0.428102503
ACH-000139	ACH-000142	0.98058951
ACH-000139	ACH-000144	0.980742868
ACH-000139	ACH-000145	0.981235192
ACH-000139	ACH-000147	0.981371375
ACH-000139	ACH-000148	0.981570437
ACH-000139	ACH-000149	0.980474379
ACH-000139	ACH-000159	0.980496152
ACH-000139	ACH-000161	0.979570678
ACH-000139	ACH-000171	0.980945896
ACH-000139	ACH-000174	0.981253118
ACH-000139	ACH-000176	0.980425452
ACH-000139	ACH-000181	0.980862052
ACH-000142	ACH-000001	0.981366105
ACH-000142	ACH-000007	0.980457058
ACH-000142	ACH-000008	0.980265164
ACH-000142	ACH-000009	0.980732604
ACH-000142	ACH-000012	0.981337051
ACH-000142	ACH-000015	0.981556108
ACH-000142	ACH-000023	0.981053462
ACH-000142	ACH-000030	0.98038538
ACH-000142	ACH-000035	0.980992968
ACH-000142	ACH-000040	0.980807927
ACH-000142	ACH-000042	0.98134329
ACH-000142	ACH-000047	0.981004411
ACH-000142	ACH-000052	0.981216408
ACH-000142	ACH-000055	0.980646392
ACH-000142	ACH-000062	0.980501579
ACH-000142	ACH-000067	0.980490266
ACH-000142	ACH-000078	0.981362073
ACH-000142	ACH-000082	0.981113846
ACH-000142	ACH-000087	0.981173447
ACH-000142	ACH-000092	0.981498188
ACH-000142	ACH-000094	0.980443247
ACH-000142	ACH-000098	0.981131387
ACH-000142	ACH-000099	0.980604813
ACH-000142	ACH-000100	0.980959786
ACH-000142	ACH-000102	0.980396189
ACH-000142	ACH-000103	0.980729541
ACH-000142	ACH-000107	0.98081872
ACH-000142	ACH-000109	0.980577931
ACH-000142	ACH-000111	0.981142413
ACH-000142	ACH-000114	0.980447319
ACH-000142	ACH-000115	0.981563251
ACH-000142	ACH-000117	0.979190433
ACH-000142	ACH-000121	0.98151458
ACH-000142	ACH-000129	0.978327617
ACH-000142	ACH-000132	0.980489245
ACH-000142	ACH-000138	0.980370114
ACH-000142	ACH-000139	0.98058951
ACH-000142	ACH-000142	0.428194666
ACH-000142	ACH-000144	0.980923645
ACH-000142	ACH-000145	0.981440454
ACH-000142	ACH-000147	0.979051255
ACH-000142	ACH-000148	0.981497053
ACH-000142	ACH-000149	0.980604418
ACH-000142	ACH-000159	0.979911037
ACH-000142	ACH-000161	0.980348868
ACH-000142	ACH-000171	0.98130989
ACH-000142	ACH-000174	0.980942949
ACH-000142	ACH-000176	0.978980712
ACH-000142	ACH-000181	0.980981042
ACH-000144	ACH-000001	0.980297974
ACH-000144	ACH-000007	0.98084585
ACH-000144	ACH-000008	0.981139441
ACH-000144	ACH-000009	0.980022939
ACH-000144	ACH-000012	0.981100625
ACH-000144	ACH-000015	0.980474723
ACH-000144	ACH-000023	0.980473823
ACH-000144	ACH-000030	0.981243186
ACH-000144	ACH-000035	0.980554292
ACH-000144	ACH-000040	0.979820704
ACH-000144	ACH-000042	0.98007561
ACH-000144	ACH-000047	0.980417204
ACH-000144	ACH-000052	0.980273078
ACH-000144	ACH-000055	0.980987397
ACH-000144	ACH-000062	0.981130021
ACH-000144	ACH-000067	0.980674608
ACH-000144	ACH-000078	0.980456887
ACH-000144	ACH-000082	0.980793172
ACH-000144	ACH-000087	0.980172689
ACH-000144	ACH-000092	0.980531125
ACH-000144	ACH-000094	0.981148325
ACH-000144	ACH-000098	0.98057496
ACH-000144	ACH-000099	0.978804942
ACH-000144	ACH-000100	0.980171329
ACH-000144	ACH-000102	0.981191063
ACH-000144	ACH-000103	0.98118614
ACH-000144	ACH-000107	0.981530294
ACH-000144	ACH-000109	0.981018798
ACH-000144	ACH-000111	0.980600428
ACH-000144	ACH-000114	0.980664664
ACH-000144	ACH-000115	0.980969053
ACH-000144	ACH-000117	0.98108193
ACH-000144	ACH-000121	0.980583167
ACH-000144	ACH-000129	0.981316561
ACH-000144	ACH-000132	0.98137287
ACH-000144	ACH-000138	0.981019132
ACH-000144	ACH-000139	0.980742868
ACH-000144	ACH-000142	0.980923645
ACH-000144	ACH-000144	0.426787428
ACH-000144	ACH-000145	0.980834762
ACH-000144	ACH-000147	0.980339805
ACH-000144	ACH-000148	0.980544892
ACH-000144	ACH-000149	0.98024243
ACH-000144	ACH-000159	0.981077394
ACH-000144	ACH-000161	0.980887395
ACH-000144	ACH-000171	0.979060201
ACH-000144	ACH-000174	0.980457118
ACH-000144	ACH-000176	0.981224798
ACH-000144	ACH-000181	0.980886863
ACH-000145	ACH-000001	0.980608517
ACH-000145	ACH-000007	0.981251008
ACH-000145	ACH-000008	0.981228495
ACH-000145	ACH-000009	0.979838462
ACH-000145	ACH-000012	0.981091508
ACH-000145	ACH-000015	0.98006681
ACH-000145	ACH-000023	0.98075839
ACH-000145	ACH-000030	0.981359277
ACH-000145	ACH-000035	0.980999212
ACH-000145	ACH-000040	0.980162319
ACH-000145	ACH-000042	0.980879665
ACH-000145	ACH-000047	0.980922898
ACH-000145	ACH-000052	0.980459215
ACH-000145	ACH-000055	0.981560106
ACH-000145	ACH-000062	0.98116545
ACH-000145	ACH-000067	0.981452317
ACH-000145	ACH-000078	0.980503688
ACH-000145	ACH-000082	0.980214234
ACH-000145	ACH-000087	0.979592408
ACH-000145	ACH-000092	0.980143904
ACH-000145	ACH-000094	0.980424226
ACH-000145	ACH-000098	0.979427247
ACH-000145	ACH-000099	0.981226908
ACH-000145	ACH-000100	0.979902998
ACH-000145	ACH-000102	0.980381092
ACH-000145	ACH-000103	0.97996978
ACH-000145	ACH-000107	0.980686665
ACH-000145	ACH-000109	0.98157758
ACH-000145	ACH-000111	0.979763632
ACH-000145	ACH-000114	0.980508879
ACH-000145	ACH-000115	0.979927634
ACH-000145	ACH-000117	0.981224855
ACH-000145	ACH-000121	0.980074119
ACH-000145	ACH-000129	0.98155304
ACH-000145	ACH-000132	0.980065559
ACH-000145	ACH-000138	0.981096042
ACH-000145	ACH-000139	0.981235192
ACH-000145	ACH-000142	0.981440454
ACH-000145	ACH-000144	0.980834762
ACH-000145	ACH-000145	0.428228218
ACH-000145	ACH-000147	0.98020549
ACH-000145	ACH-000148	0.979618842
ACH-000145	ACH-000149	0.981108983
ACH-000145	ACH-000159	0.980296435
ACH-000145	ACH-000161	0.981566504
ACH-000145	ACH-000171	0.98120471
ACH-000145	ACH-000174	0.979731201
ACH-000145	ACH-000176	0.981588084
ACH-000145	ACH-000181	0.97967955
ACH-000147	ACH-000001	0.980801443
ACH-000147	ACH-000007	0.981000882
ACH-000147	ACH-000008	0.981294303
ACH-000147	ACH-000009	0.980903742
ACH-000147	ACH-000012	0.980981712
ACH-000147	ACH-000015	0.980502371
ACH-000147	ACH-000023	0.980472617
ACH-000147	ACH-000030	0.981020551
ACH-000147	ACH-000035	0.980732845
ACH-000147	ACH-000040	0.980347899
ACH-000147	ACH-000042	0.980322013
ACH-000147	ACH-000047	0.980443551
ACH-000147	ACH-000052	0.980648001
ACH-000147	ACH-000055	0.981295629
ACH-000147	ACH-000062	0.981370628
ACH-000147	ACH-000067	0.980626528
ACH-000147	ACH-000078	0.980362716
ACH-000147	ACH-000082	0.980292033
ACH-000147	ACH-000087	0.980779846
ACH-000147	ACH-000092	0.98094991
ACH-000147	ACH-000094	0.981129674
ACH-000147	ACH-000098	0.980504172
ACH-000147	ACH-000099	0.981001152
ACH-000147	ACH-000100	0.980857965
ACH-000147	ACH-000102	0.981303429
ACH-000147	ACH-000103	0.981078768
ACH-000147	ACH-000107	0.981167624
ACH-000147	ACH-000109	0.981292506
ACH-000147	ACH-000111	0.980117347
ACH-000147	ACH-000114	0.980749709
ACH-000147	ACH-000115	0.98061086
ACH-000147	ACH-000117	0.980150856
ACH-000147	ACH-000121	0.980576489
ACH-000147	ACH-000129	0.979086221
ACH-000147	ACH-000132	0.981059383
ACH-000147	ACH-000138	0.980987127
ACH-000147	ACH-000139	0.981371375
ACH-000147	ACH-000142	0.979051255
ACH-000147	ACH-000144	0.980339805
ACH-000147	ACH-000145	0.98020549
ACH-000147	ACH-000147	0.426715314
ACH-000147	ACH-000148	0.980541301
ACH-000147	ACH-000149	0.980959012
ACH-000147	ACH-000159	0.981042817
ACH-000147	ACH-000161	0.981143261
ACH-000147	ACH-000171	0.980979231
ACH-000147	ACH-000174	0.980801805
ACH-000147	ACH-000176	0.98010373
ACH-000147	ACH-000181	0.980841997
ACH-000148	ACH-000001	0.980737427
ACH-000148	ACH-000007	0.981401949
ACH-000148	ACH-000008	0.980981053
ACH-000148	ACH-000009	0.980159631
ACH-000148	ACH-000012	0.980729645
ACH-000148	ACH-000015	0.979296185
ACH-000148	ACH-000023	0.980932339
ACH-000148	ACH-000030	0.981541219
ACH-000148	ACH-000035	0.980290862
ACH-000148	ACH-000040	0.98046181
ACH-000148	ACH-000042	0.980423894
ACH-000148	ACH-000047	0.980561793
ACH-000148	ACH-000052	0.981146058
ACH-000148	ACH-000055	0.980815391
ACH-000148	ACH-000062	0.981262796
ACH-000148	ACH-000067	0.981137516
ACH-000148	ACH-000078	0.980309841
ACH-000148	ACH-000082	0.980498346
ACH-000148	ACH-000087	0.979875018
ACH-000148	ACH-000092	0.980111718
ACH-000148	ACH-000094	0.980461464
ACH-000148	ACH-000098	0.979976432
ACH-000148	ACH-000099	0.981492111
ACH-000148	ACH-000100	0.980046159
ACH-000148	ACH-000102	0.980434766
ACH-000148	ACH-000103	0.980266976
ACH-000148	ACH-000107	0.980749935
ACH-000148	ACH-000109	0.981537574
ACH-000148	ACH-000111	0.979688245
ACH-000148	ACH-000114	0.980445545
ACH-000148	ACH-000115	0.979948102
ACH-000148	ACH-000117	0.980742121
ACH-000148	ACH-000121	0.980123373
ACH-000148	ACH-000129	0.980952159
ACH-000148	ACH-000132	0.980193447
ACH-000148	ACH-000138	0.981407957
ACH-000148	ACH-000139	0.981570437
ACH-000148	ACH-000142	0.981497053
ACH-000148	ACH-000144	0.980544892
ACH-000148	ACH-000145	0.979618842
ACH-000148	ACH-000147	0.980541301
ACH-000148	ACH-000148	0.428370927
ACH-000148	ACH-000149	0.981121445
ACH-000148	ACH-000159	0.980659872
ACH-000148	ACH-000161	0.981562933
ACH-000148	ACH-000171	0.980901999
ACH-000148	ACH-000174	0.980145625
ACH-000148	ACH-000176	0.981564217
ACH-000148	ACH-000181	0.979798037
ACH-000149	ACH-000001	0.980663423
ACH-000149	ACH-000007	0.980015481
ACH-000149	ACH-000008	0.980139272
ACH-000149	ACH-000009	0.980740639
ACH-000149	ACH-000012	0.978678319
ACH-000149	ACH-000015	0.980841904
ACH-000149	ACH-000023	0.98028618
ACH-000149	ACH-000030	0.981024554
ACH-000149	ACH-000035	0.980291468
ACH-000149	ACH-000040	0.980350897
ACH-000149	ACH-000042	0.980673563
ACH-000149	ACH-000047	0.980358143
ACH-000149	ACH-000052	0.980804938
ACH-000149	ACH-000055	0.981017504
ACH-000149	ACH-000062	0.980498888
ACH-000149	ACH-000067	0.980423321
ACH-000149	ACH-000078	0.98045077
ACH-000149	ACH-000082	0.981017169
ACH-000149	ACH-000087	0.980938363
ACH-000149	ACH-000092	0.980664553
ACH-000149	ACH-000094	0.981495002
ACH-000149	ACH-000098	0.980350711
ACH-000149	ACH-000099	0.980316683
ACH-000149	ACH-000100	0.980696692
ACH-000149	ACH-000102	0.980759608
ACH-000149	ACH-000103	0.9812125
ACH-000149	ACH-000107	0.981472396
ACH-000149	ACH-000109	0.981004494
ACH-000149	ACH-000111	0.980708952
ACH-000149	ACH-000114	0.981294543
ACH-000149	ACH-000115	0.981214608
ACH-000149	ACH-000117	0.981347013
ACH-000149	ACH-000121	0.981196068
ACH-000149	ACH-000129	0.980752122
ACH-000149	ACH-000132	0.981208016
