case	comparison	snf_fda-cgc
ACH-000062	ACH-000040	0.98091779
ACH-000062	ACH-000042	0.98088962
ACH-000062	ACH-000047	0.979625587
ACH-000062	ACH-000052	0.980683123
ACH-000062	ACH-000055	0.980171558
ACH-000062	ACH-000062	0.428137208
ACH-000062	ACH-000067	0.980512685
ACH-000062	ACH-000078	0.980858991
ACH-000062	ACH-000082	0.981060363
ACH-000062	ACH-000087	0.98148969
ACH-000062	ACH-000092	0.981546472
ACH-000062	ACH-000094	0.980854031
ACH-000062	ACH-000098	0.981253502
ACH-000062	ACH-000099	0.980091439
ACH-000062	ACH-000100	0.981274209
ACH-000062	ACH-000102	0.980391579
ACH-000062	ACH-000103	0.980533758
ACH-000062	ACH-000107	0.980602039
ACH-000062	ACH-000109	0.980092845
ACH-000062	ACH-000111	0.980868848
ACH-000062	ACH-000114	0.980512594
ACH-000062	ACH-000115	0.981000957
ACH-000062	ACH-000117	0.980319234
ACH-000062	ACH-000121	0.98103746
ACH-000062	ACH-000129	0.98065901
ACH-000062	ACH-000132	0.980622682
ACH-000062	ACH-000138	0.980004762
ACH-000062	ACH-000139	0.979607882
ACH-000062	ACH-000142	0.980501579
ACH-000062	ACH-000144	0.981130021
ACH-000062	ACH-000145	0.98116545
ACH-000062	ACH-000147	0.981370628
ACH-000062	ACH-000148	0.981262796
ACH-000062	ACH-000149	0.980498888
ACH-000062	ACH-000159	0.980354759
ACH-000062	ACH-000161	0.98007655
ACH-000062	ACH-000171	0.980722307
ACH-000062	ACH-000174	0.981188786
ACH-000062	ACH-000176	0.980697947
ACH-000062	ACH-000181	0.981049828
ACH-000067	ACH-000001	0.981092876
ACH-000067	ACH-000007	0.979974319
ACH-000067	ACH-000008	0.980065308
ACH-000067	ACH-000009	0.981297119
ACH-000067	ACH-000012	0.97991996
ACH-000067	ACH-000015	0.981123816
ACH-000067	ACH-000023	0.981082763
ACH-000067	ACH-000030	0.979373627
ACH-000067	ACH-000035	0.979216345
ACH-000067	ACH-000040	0.980420946
ACH-000067	ACH-000042	0.981169247
ACH-000067	ACH-000047	0.980685135
ACH-000067	ACH-000052	0.980863556
ACH-000067	ACH-000055	0.980302557
ACH-000067	ACH-000062	0.980512685
ACH-000067	ACH-000067	0.428634213
ACH-000067	ACH-000078	0.98133031
ACH-000067	ACH-000082	0.981329104
ACH-000067	ACH-000087	0.981119601
ACH-000067	ACH-000092	0.980937021
ACH-000067	ACH-000094	0.980454554
ACH-000067	ACH-000098	0.980734777
ACH-000067	ACH-000099	0.980184007
ACH-000067	ACH-000100	0.981114953
ACH-000067	ACH-000102	0.980783842
ACH-000067	ACH-000103	0.980528783
ACH-000067	ACH-000107	0.980848013
ACH-000067	ACH-000109	0.979555678
ACH-000067	ACH-000111	0.98069928
ACH-000067	ACH-000114	0.980165309
ACH-000067	ACH-000115	0.981547176
ACH-000067	ACH-000117	0.980734382
ACH-000067	ACH-000121	0.981537849
ACH-000067	ACH-000129	0.980163499
ACH-000067	ACH-000132	0.980256669
ACH-000067	ACH-000138	0.980801481
ACH-000067	ACH-000139	0.9801242
ACH-000067	ACH-000142	0.980490266
ACH-000067	ACH-000144	0.980674608
ACH-000067	ACH-000145	0.981452317
ACH-000067	ACH-000147	0.980626528
ACH-000067	ACH-000148	0.981137516
ACH-000067	ACH-000149	0.980423321
ACH-000067	ACH-000159	0.980819568
ACH-000067	ACH-000161	0.9805437
ACH-000067	ACH-000171	0.981145506
ACH-000067	ACH-000174	0.981410773
ACH-000067	ACH-000176	0.979429065
ACH-000067	ACH-000181	0.981186249
ACH-000078	ACH-000001	0.980274756
ACH-000078	ACH-000007	0.980758946
ACH-000078	ACH-000008	0.981101786
ACH-000078	ACH-000009	0.980813924
ACH-000078	ACH-000012	0.979881832
ACH-000078	ACH-000015	0.980516214
ACH-000078	ACH-000023	0.980824226
ACH-000078	ACH-000030	0.981299626
ACH-000078	ACH-000035	0.980549762
ACH-000078	ACH-000040	0.979763797
ACH-000078	ACH-000042	0.980578611
ACH-000078	ACH-000047	0.979568227
ACH-000078	ACH-000052	0.980728996
ACH-000078	ACH-000055	0.981129426
ACH-000078	ACH-000062	0.980858991
ACH-000078	ACH-000067	0.98133031
ACH-000078	ACH-000078	0.426319537
ACH-000078	ACH-000082	0.978834265
ACH-000078	ACH-000087	0.980814259
ACH-000078	ACH-000092	0.98088884
ACH-000078	ACH-000094	0.981581874
ACH-000078	ACH-000098	0.980581475
ACH-000078	ACH-000099	0.980654143
ACH-000078	ACH-000100	0.980910278
ACH-000078	ACH-000102	0.981018823
ACH-000078	ACH-000103	0.981483225
ACH-000078	ACH-000107	0.981235947
ACH-000078	ACH-000109	0.981435
ACH-000078	ACH-000111	0.980722875
ACH-000078	ACH-000114	0.981256816
ACH-000078	ACH-000115	0.980717048
ACH-000078	ACH-000117	0.980045696
ACH-000078	ACH-000121	0.980943425
ACH-000078	ACH-000129	0.980663985
ACH-000078	ACH-000132	0.98121017
ACH-000078	ACH-000138	0.979424099
ACH-000078	ACH-000139	0.98129643
ACH-000078	ACH-000142	0.981362073
ACH-000078	ACH-000144	0.980456887
ACH-000078	ACH-000145	0.980503688
ACH-000078	ACH-000147	0.980362716
ACH-000078	ACH-000148	0.980309841
ACH-000078	ACH-000149	0.98045077
ACH-000078	ACH-000159	0.981125149
ACH-000078	ACH-000161	0.980967255
ACH-000078	ACH-000171	0.981062174
ACH-000078	ACH-000174	0.980791914
ACH-000078	ACH-000176	0.981448542
ACH-000078	ACH-000181	0.980854602
ACH-000082	ACH-000001	0.980641396
ACH-000082	ACH-000007	0.981298525
ACH-000082	ACH-000008	0.981000527
ACH-000082	ACH-000009	0.980914006
ACH-000082	ACH-000012	0.979921386
ACH-000082	ACH-000015	0.980371379
ACH-000082	ACH-000023	0.980320661
ACH-000082	ACH-000030	0.981379383
ACH-000082	ACH-000035	0.980679915
ACH-000082	ACH-000040	0.980226189
ACH-000082	ACH-000042	0.980261735
ACH-000082	ACH-000047	0.979737912
ACH-000082	ACH-000052	0.980232482
ACH-000082	ACH-000055	0.980716926
ACH-000082	ACH-000062	0.981060363
ACH-000082	ACH-000067	0.981329104
ACH-000082	ACH-000078	0.978834265
ACH-000082	ACH-000082	0.426978756
ACH-000082	ACH-000087	0.980303478
ACH-000082	ACH-000092	0.980738844
ACH-000082	ACH-000094	0.98148982
ACH-000082	ACH-000098	0.98058707
ACH-000082	ACH-000099	0.981422727
ACH-000082	ACH-000100	0.980671533
ACH-000082	ACH-000102	0.981207624
ACH-000082	ACH-000103	0.980817643
ACH-000082	ACH-000107	0.981215415
ACH-000082	ACH-000109	0.980590555
ACH-000082	ACH-000111	0.980584394
ACH-000082	ACH-000114	0.98127923
ACH-000082	ACH-000115	0.980372073
ACH-000082	ACH-000117	0.980073015
ACH-000082	ACH-000121	0.980812453
ACH-000082	ACH-000129	0.98136856
ACH-000082	ACH-000132	0.981155746
ACH-000082	ACH-000138	0.97876862
ACH-000082	ACH-000139	0.981382455
ACH-000082	ACH-000142	0.981113846
ACH-000082	ACH-000144	0.980793172
ACH-000082	ACH-000145	0.980214234
ACH-000082	ACH-000147	0.980292033
ACH-000082	ACH-000148	0.980498346
ACH-000082	ACH-000149	0.981017169
ACH-000082	ACH-000159	0.981495448
ACH-000082	ACH-000161	0.980954991
ACH-000082	ACH-000171	0.980200512
ACH-000082	ACH-000174	0.980905063
ACH-000082	ACH-000176	0.980885097
ACH-000082	ACH-000181	0.980954077
ACH-000087	ACH-000001	0.980792447
ACH-000087	ACH-000007	0.980915607
ACH-000087	ACH-000008	0.981162884
ACH-000087	ACH-000009	0.980383163
ACH-000087	ACH-000012	0.980597379
ACH-000087	ACH-000015	0.980054142
ACH-000087	ACH-000023	0.981337504
ACH-000087	ACH-000030	0.981561958
ACH-000087	ACH-000035	0.981228269
ACH-000087	ACH-000040	0.980238824
ACH-000087	ACH-000042	0.981081737
ACH-000087	ACH-000047	0.980902032
ACH-000087	ACH-000052	0.979560786
ACH-000087	ACH-000055	0.981474845
ACH-000087	ACH-000062	0.98148969
ACH-000087	ACH-000067	0.981119601
ACH-000087	ACH-000078	0.980814259
ACH-000087	ACH-000082	0.980303478
ACH-000087	ACH-000087	0.428152755
ACH-000087	ACH-000092	0.980300538
ACH-000087	ACH-000094	0.980788946
ACH-000087	ACH-000098	0.980282371
ACH-000087	ACH-000099	0.981480288
ACH-000087	ACH-000100	0.980107649
ACH-000087	ACH-000102	0.980556101
ACH-000087	ACH-000103	0.980435271
ACH-000087	ACH-000107	0.980782191
ACH-000087	ACH-000109	0.981242089
ACH-000087	ACH-000111	0.979957885
ACH-000087	ACH-000114	0.980745449
ACH-000087	ACH-000115	0.979858892
ACH-000087	ACH-000117	0.981017791
ACH-000087	ACH-000121	0.980299957
ACH-000087	ACH-000129	0.981461215
ACH-000087	ACH-000132	0.980228295
ACH-000087	ACH-000138	0.980870524
ACH-000087	ACH-000139	0.98121794
ACH-000087	ACH-000142	0.981173447
ACH-000087	ACH-000144	0.980172689
ACH-000087	ACH-000145	0.979592408
ACH-000087	ACH-000147	0.980779846
ACH-000087	ACH-000148	0.979875018
ACH-000087	ACH-000149	0.980938363
ACH-000087	ACH-000159	0.980716948
ACH-000087	ACH-000161	0.981511883
ACH-000087	ACH-000171	0.980178358
ACH-000087	ACH-000174	0.980488406
ACH-000087	ACH-000176	0.981545895
ACH-000087	ACH-000181	0.979724993
ACH-000092	ACH-000001	0.980618796
ACH-000092	ACH-000007	0.981392282
ACH-000092	ACH-000008	0.981526377
ACH-000092	ACH-000009	0.979728989
ACH-000092	ACH-000012	0.981117297
ACH-000092	ACH-000015	0.979741092
ACH-000092	ACH-000023	0.980973377
ACH-000092	ACH-000030	0.981156353
ACH-000092	ACH-000035	0.980906089
ACH-000092	ACH-000040	0.980788081
ACH-000092	ACH-000042	0.980461838
ACH-000092	ACH-000047	0.980585123
ACH-000092	ACH-000052	0.980637821
ACH-000092	ACH-000055	0.981140778
ACH-000092	ACH-000062	0.981546472
ACH-000092	ACH-000067	0.980937021
ACH-000092	ACH-000078	0.98088884
ACH-000092	ACH-000082	0.980738844
ACH-000092	ACH-000087	0.980300538
ACH-000092	ACH-000092	0.428326231
ACH-000092	ACH-000094	0.980463538
ACH-000092	ACH-000098	0.979491345
ACH-000092	ACH-000099	0.981043191
ACH-000092	ACH-000100	0.979848993
ACH-000092	ACH-000102	0.980769973
ACH-000092	ACH-000103	0.980574112
ACH-000092	ACH-000107	0.980387945
ACH-000092	ACH-000109	0.981059578
ACH-000092	ACH-000111	0.980153511
ACH-000092	ACH-000114	0.980722956
ACH-000092	ACH-000115	0.979919595
ACH-000092	ACH-000117	0.981170542
ACH-000092	ACH-000121	0.979712576
ACH-000092	ACH-000129	0.98083038
ACH-000092	ACH-000132	0.980407546
ACH-000092	ACH-000138	0.981164087
ACH-000092	ACH-000139	0.981135721
ACH-000092	ACH-000142	0.981498188
ACH-000092	ACH-000144	0.980531125
ACH-000092	ACH-000145	0.980143904
ACH-000092	ACH-000147	0.98094991
ACH-000092	ACH-000148	0.980111718
ACH-000092	ACH-000149	0.980664553
ACH-000092	ACH-000159	0.980760683
ACH-000092	ACH-000161	0.980784011
ACH-000092	ACH-000171	0.980554019
ACH-000092	ACH-000174	0.979735286
ACH-000092	ACH-000176	0.981376257
ACH-000092	ACH-000181	0.979791732
ACH-000094	ACH-000001	0.981301204
ACH-000094	ACH-000007	0.980923764
ACH-000094	ACH-000008	0.980852889
ACH-000094	ACH-000009	0.980618982
ACH-000094	ACH-000012	0.981271384
ACH-000094	ACH-000015	0.980375132
ACH-000094	ACH-000023	0.981136272
ACH-000094	ACH-000030	0.980189254
ACH-000094	ACH-000035	0.981107703
ACH-000094	ACH-000040	0.981550275
ACH-000094	ACH-000042	0.981102727
ACH-000094	ACH-000047	0.981551877
ACH-000094	ACH-000052	0.981553664
ACH-000094	ACH-000055	0.980422377
ACH-000094	ACH-000062	0.980854031
ACH-000094	ACH-000067	0.980454554
ACH-000094	ACH-000078	0.981581874
ACH-000094	ACH-000082	0.98148982
ACH-000094	ACH-000087	0.980788946
ACH-000094	ACH-000092	0.980463538
ACH-000094	ACH-000094	0.429683931
ACH-000094	ACH-000098	0.98027759
ACH-000094	ACH-000099	0.980864281
ACH-000094	ACH-000100	0.980038541
ACH-000094	ACH-000102	0.980042667
ACH-000094	ACH-000103	0.979689865
ACH-000094	ACH-000107	0.979253538
ACH-000094	ACH-000109	0.980491938
ACH-000094	ACH-000111	0.980798948
ACH-000094	ACH-000114	0.979229546
ACH-000094	ACH-000115	0.980780007
ACH-000094	ACH-000117	0.980869644
ACH-000094	ACH-000121	0.980752052
ACH-000094	ACH-000129	0.980891114
ACH-000094	ACH-000132	0.979429246
ACH-000094	ACH-000138	0.980453747
ACH-000094	ACH-000139	0.980211474
ACH-000094	ACH-000142	0.980443247
ACH-000094	ACH-000144	0.981148325
ACH-000094	ACH-000145	0.980424226
ACH-000094	ACH-000147	0.981129674
ACH-000094	ACH-000148	0.980461464
ACH-000094	ACH-000149	0.981495002
ACH-000094	ACH-000159	0.979703423
ACH-000094	ACH-000161	0.980569909
ACH-000094	ACH-000171	0.981191787
ACH-000094	ACH-000174	0.980028692
ACH-000094	ACH-000176	0.980281239
ACH-000094	ACH-000181	0.980451846
ACH-000098	ACH-000001	0.980776176
ACH-000098	ACH-000007	0.981563642
ACH-000098	ACH-000008	0.980904354
ACH-000098	ACH-000009	0.97977699
ACH-000098	ACH-000012	0.980697099
ACH-000098	ACH-000015	0.979755683
ACH-000098	ACH-000023	0.980612369
ACH-000098	ACH-000030	0.981608953
ACH-000098	ACH-000035	0.980642025
ACH-000098	ACH-000040	0.980533295
ACH-000098	ACH-000042	0.981008197
ACH-000098	ACH-000047	0.980677912
ACH-000098	ACH-000052	0.981223365
ACH-000098	ACH-000055	0.981289474
ACH-000098	ACH-000062	0.981253502
ACH-000098	ACH-000067	0.980734777
ACH-000098	ACH-000078	0.980581475
ACH-000098	ACH-000082	0.98058707
ACH-000098	ACH-000087	0.980282371
ACH-000098	ACH-000092	0.979491345
ACH-000098	ACH-000094	0.98027759
ACH-000098	ACH-000098	0.428430397
ACH-000098	ACH-000099	0.981319328
ACH-000098	ACH-000100	0.979363704
ACH-000098	ACH-000102	0.980388835
ACH-000098	ACH-000103	0.980386455
ACH-000098	ACH-000107	0.980719094
ACH-000098	ACH-000109	0.98143896
ACH-000098	ACH-000111	0.979684654
ACH-000098	ACH-000114	0.98009628
ACH-000098	ACH-000115	0.980212541
ACH-000098	ACH-000117	0.981573195
ACH-000098	ACH-000121	0.97989357
ACH-000098	ACH-000129	0.981294771
ACH-000098	ACH-000132	0.980072862
ACH-000098	ACH-000138	0.981236118
ACH-000098	ACH-000139	0.981527337
ACH-000098	ACH-000142	0.981131387
ACH-000098	ACH-000144	0.98057496
ACH-000098	ACH-000145	0.979427247
ACH-000098	ACH-000147	0.980504172
ACH-000098	ACH-000148	0.979976432
ACH-000098	ACH-000149	0.980350711
ACH-000098	ACH-000159	0.980719175
ACH-000098	ACH-000161	0.981581835
ACH-000098	ACH-000171	0.981296862
ACH-000098	ACH-000174	0.979899755
ACH-000098	ACH-000176	0.981269893
ACH-000098	ACH-000181	0.979595283
ACH-000099	ACH-000001	0.980560462
ACH-000099	ACH-000007	0.979819252
ACH-000099	ACH-000008	0.980216774
ACH-000099	ACH-000009	0.981149244
ACH-000099	ACH-000012	0.981290907
ACH-000099	ACH-000015	0.981475826
ACH-000099	ACH-000023	0.980724887
ACH-000099	ACH-000030	0.980448168
ACH-000099	ACH-000035	0.980799557
ACH-000099	ACH-000040	0.980731308
ACH-000099	ACH-000042	0.980691603
ACH-000099	ACH-000047	0.981054229
ACH-000099	ACH-000052	0.981009331
ACH-000099	ACH-000055	0.980323399
ACH-000099	ACH-000062	0.980091439
ACH-000099	ACH-000067	0.980184007
ACH-000099	ACH-000078	0.980654143
ACH-000099	ACH-000082	0.981422727
ACH-000099	ACH-000087	0.981480288
ACH-000099	ACH-000092	0.981043191
ACH-000099	ACH-000094	0.980864281
ACH-000099	ACH-000098	0.981319328
ACH-000099	ACH-000099	0.427779437
ACH-000099	ACH-000100	0.981160935
ACH-000099	ACH-000102	0.980120049
ACH-000099	ACH-000103	0.980844845
ACH-000099	ACH-000107	0.980485193
ACH-000099	ACH-000109	0.980440151
ACH-000099	ACH-000111	0.98133539
ACH-000099	ACH-000114	0.980846439
ACH-000099	ACH-000115	0.981255151
ACH-000099	ACH-000117	0.980452765
ACH-000099	ACH-000121	0.981135622
ACH-000099	ACH-000129	0.980199449
ACH-000099	ACH-000132	0.980820198
ACH-000099	ACH-000138	0.980671117
ACH-000099	ACH-000139	0.980264393
ACH-000099	ACH-000142	0.980604813
ACH-000099	ACH-000144	0.978804942
ACH-000099	ACH-000145	0.981226908
ACH-000099	ACH-000147	0.981001152
ACH-000099	ACH-000148	0.981492111
ACH-000099	ACH-000149	0.980316683
ACH-000099	ACH-000159	0.980440875
ACH-000099	ACH-000161	0.979794502
ACH-000099	ACH-000171	0.979405833
ACH-000099	ACH-000174	0.981489716
ACH-000099	ACH-000176	0.980399005
ACH-000099	ACH-000181	0.98084053
ACH-000100	ACH-000001	0.980853092
ACH-000100	ACH-000007	0.981600925
ACH-000100	ACH-000008	0.981571792
ACH-000100	ACH-000009	0.97943594
ACH-000100	ACH-000012	0.980823786
ACH-000100	ACH-000015	0.979676132
ACH-000100	ACH-000023	0.980596012
ACH-000100	ACH-000030	0.981562677
ACH-000100	ACH-000035	0.980257163
ACH-000100	ACH-000040	0.980232604
ACH-000100	ACH-000042	0.981014114
ACH-000100	ACH-000047	0.9809415
ACH-000100	ACH-000052	0.981272656
ACH-000100	ACH-000055	0.981240649
ACH-000100	ACH-000062	0.981274209
ACH-000100	ACH-000067	0.981114953
ACH-000100	ACH-000078	0.980910278
ACH-000100	ACH-000082	0.980671533
ACH-000100	ACH-000087	0.980107649
ACH-000100	ACH-000092	0.979848993
ACH-000100	ACH-000094	0.980038541
ACH-000100	ACH-000098	0.979363704
ACH-000100	ACH-000099	0.981160935
ACH-000100	ACH-000100	0.428305618
ACH-000100	ACH-000102	0.980064579
ACH-000100	ACH-000103	0.980054845
ACH-000100	ACH-000107	0.98045855
ACH-000100	ACH-000109	0.981506437
ACH-000100	ACH-000111	0.979607178
ACH-000100	ACH-000114	0.979993998
ACH-000100	ACH-000115	0.98023839
ACH-000100	ACH-000117	0.981574452
ACH-000100	ACH-000121	0.979849841
ACH-000100	ACH-000129	0.981351243
ACH-000100	ACH-000132	0.980767206
ACH-000100	ACH-000138	0.981501185
ACH-000100	ACH-000139	0.981377919
ACH-000100	ACH-000142	0.980959786
ACH-000100	ACH-000144	0.980171329
ACH-000100	ACH-000145	0.979902998
ACH-000100	ACH-000147	0.980857965
ACH-000100	ACH-000148	0.980046159
ACH-000100	ACH-000149	0.980696692
ACH-000100	ACH-000159	0.979969156
ACH-000100	ACH-000161	0.981632369
ACH-000100	ACH-000171	0.981237173
ACH-000100	ACH-000174	0.979640396
ACH-000100	ACH-000176	0.980940504
ACH-000100	ACH-000181	0.980080089
ACH-000102	ACH-000001	0.981502679
ACH-000102	ACH-000007	0.980786943
ACH-000102	ACH-000008	0.98027504
ACH-000102	ACH-000009	0.980563544
ACH-000102	ACH-000012	0.981463269
ACH-000102	ACH-000015	0.980788
ACH-000102	ACH-000023	0.9807903
ACH-000102	ACH-000030	0.980591111
ACH-000102	ACH-000035	0.981164909
ACH-000102	ACH-000040	0.980837078
ACH-000102	ACH-000042	0.981623425
ACH-000102	ACH-000047	0.981147958
ACH-000102	ACH-000052	0.981403639
ACH-000102	ACH-000055	0.980784127
ACH-000102	ACH-000062	0.980391579
ACH-000102	ACH-000067	0.980783842
ACH-000102	ACH-000078	0.981018823
ACH-000102	ACH-000082	0.981207624
ACH-000102	ACH-000087	0.980556101
ACH-000102	ACH-000092	0.980769973
ACH-000102	ACH-000094	0.980042667
ACH-000102	ACH-000098	0.980388835
ACH-000102	ACH-000099	0.980120049
ACH-000102	ACH-000100	0.980064579
ACH-000102	ACH-000102	0.429416154
ACH-000102	ACH-000103	0.980004039
ACH-000102	ACH-000107	0.97968001
ACH-000102	ACH-000109	0.980656875
ACH-000102	ACH-000111	0.980543422
ACH-000102	ACH-000114	0.980032552
ACH-000102	ACH-000115	0.980487704
ACH-000102	ACH-000117	0.980808244
ACH-000102	ACH-000121	0.980495873
ACH-000102	ACH-000129	0.980500093
ACH-000102	ACH-000132	0.979807019
ACH-000102	ACH-000138	0.980823879
ACH-000102	ACH-000139	0.980633874
ACH-000102	ACH-000142	0.980396189
ACH-000102	ACH-000144	0.981191063
ACH-000102	ACH-000145	0.980381092
ACH-000102	ACH-000147	0.981303429
ACH-000102	ACH-000148	0.980434766
ACH-000102	ACH-000149	0.980759608
ACH-000102	ACH-000159	0.979366244
ACH-000102	ACH-000161	0.980572655
ACH-000102	ACH-000171	0.981584663
ACH-000102	ACH-000174	0.980504425
ACH-000102	ACH-000176	0.980838046
ACH-000102	ACH-000181	0.980659534
ACH-000103	ACH-000001	0.980946617
ACH-000103	ACH-000007	0.980892996
ACH-000103	ACH-000008	0.980710379
ACH-000103	ACH-000009	0.980756105
ACH-000103	ACH-000012	0.981293273
ACH-000103	ACH-000015	0.980371119
ACH-000103	ACH-000023	0.980877906
ACH-000103	ACH-000030	0.980541207
ACH-000103	ACH-000035	0.981213235
ACH-000103	ACH-000040	0.981069513
ACH-000103	ACH-000042	0.981169858
ACH-000103	ACH-000047	0.981235524
ACH-000103	ACH-000052	0.980858747
ACH-000103	ACH-000055	0.980490979
ACH-000103	ACH-000062	0.980533758
ACH-000103	ACH-000067	0.980528783
ACH-000103	ACH-000078	0.981483225
ACH-000103	ACH-000082	0.980817643
ACH-000103	ACH-000087	0.980435271
ACH-000103	ACH-000092	0.980574112
ACH-000103	ACH-000094	0.979689865
ACH-000103	ACH-000098	0.980386455
ACH-000103	ACH-000099	0.980844845
ACH-000103	ACH-000100	0.980054845
ACH-000103	ACH-000102	0.980004039
ACH-000103	ACH-000103	0.429720658
ACH-000103	ACH-000107	0.979679207
ACH-000103	ACH-000109	0.980591194
ACH-000103	ACH-000111	0.980415269
ACH-000103	ACH-000114	0.979413539
ACH-000103	ACH-000115	0.980709102
ACH-000103	ACH-000117	0.980859254
ACH-000103	ACH-000121	0.980345182
ACH-000103	ACH-000129	0.980600684
ACH-000103	ACH-000132	0.980022744
ACH-000103	ACH-000138	0.980394612
ACH-000103	ACH-000139	0.980800158
ACH-000103	ACH-000142	0.980729541
ACH-000103	ACH-000144	0.98118614
ACH-000103	ACH-000145	0.97996978
ACH-000103	ACH-000147	0.981078768
ACH-000103	ACH-000148	0.980266976
ACH-000103	ACH-000149	0.9812125
ACH-000103	ACH-000159	0.979937059
ACH-000103	ACH-000161	0.980570427
ACH-000103	ACH-000171	0.981443025
ACH-000103	ACH-000174	0.980463446
ACH-000103	ACH-000176	0.980861032
ACH-000103	ACH-000181	0.980740904
ACH-000107	ACH-000001	0.981115602
ACH-000107	ACH-000007	0.980565367
ACH-000107	ACH-000008	0.980304014
ACH-000107	ACH-000009	0.980265503
ACH-000107	ACH-000012	0.981487035
ACH-000107	ACH-000015	0.980751604
ACH-000107	ACH-000023	0.981116136
ACH-000107	ACH-000030	0.980209658
ACH-000107	ACH-000035	0.98150041
ACH-000107	ACH-000040	0.981529208
ACH-000107	ACH-000042	0.980923001
ACH-000107	ACH-000047	0.981454862
ACH-000107	ACH-000052	0.98150348
ACH-000107	ACH-000055	0.980433246
ACH-000107	ACH-000062	0.980602039
ACH-000107	ACH-000067	0.980848013
ACH-000107	ACH-000078	0.981235947
ACH-000107	ACH-000082	0.981215415
ACH-000107	ACH-000087	0.980782191
ACH-000107	ACH-000092	0.980387945
ACH-000107	ACH-000094	0.979253538
ACH-000107	ACH-000098	0.980719094
ACH-000107	ACH-000099	0.980485193
ACH-000107	ACH-000100	0.98045855
ACH-000107	ACH-000102	0.97968001
ACH-000107	ACH-000103	0.979679207
ACH-000107	ACH-000107	0.429437846
ACH-000107	ACH-000109	0.980822557
ACH-000107	ACH-000111	0.980474973
ACH-000107	ACH-000114	0.979618684
ACH-000107	ACH-000115	0.980294095
ACH-000107	ACH-000117	0.980771232
ACH-000107	ACH-000121	0.980375958
ACH-000107	ACH-000129	0.980819148
ACH-000107	ACH-000132	0.979907149
ACH-000107	ACH-000138	0.980339476
ACH-000107	ACH-000139	0.980010795
ACH-000107	ACH-000142	0.98081872
ACH-000107	ACH-000144	0.981530294
ACH-000107	ACH-000145	0.980686665
ACH-000107	ACH-000147	0.981167624
ACH-000107	ACH-000148	0.980749935
ACH-000107	ACH-000149	0.981472396
ACH-000107	ACH-000159	0.980062028
ACH-000107	ACH-000161	0.979913285
ACH-000107	ACH-000171	0.981491627
ACH-000107	ACH-000174	0.980414506
ACH-000107	ACH-000176	0.980856721
ACH-000107	ACH-000181	0.980357161
ACH-000109	ACH-000001	0.980514567
ACH-000109	ACH-000007	0.979934515
ACH-000109	ACH-000008	0.979954636
ACH-000109	ACH-000009	0.981224787
ACH-000109	ACH-000012	0.980251676
ACH-000109	ACH-000015	0.981241821
ACH-000109	ACH-000023	0.98073958
ACH-000109	ACH-000030	0.97900222
ACH-000109	ACH-000035	0.979640523
ACH-000109	ACH-000040	0.981058385
ACH-000109	ACH-000042	0.98072885
ACH-000109	ACH-000047	0.981156158
ACH-000109	ACH-000052	0.980572921
ACH-000109	ACH-000055	0.979325985
ACH-000109	ACH-000062	0.980092845
ACH-000109	ACH-000067	0.979555678
ACH-000109	ACH-000078	0.981435
ACH-000109	ACH-000082	0.980590555
ACH-000109	ACH-000087	0.981242089
ACH-000109	ACH-000092	0.981059578
ACH-000109	ACH-000094	0.980491938
ACH-000109	ACH-000098	0.98143896
ACH-000109	ACH-000099	0.980440151
ACH-000109	ACH-000100	0.981506437
ACH-000109	ACH-000102	0.980656875
ACH-000109	ACH-000103	0.980591194
ACH-000109	ACH-000107	0.980822557
ACH-000109	ACH-000109	0.428701591
ACH-000109	ACH-000111	0.981634003
ACH-000109	ACH-000114	0.980811897
ACH-000109	ACH-000115	0.981167156
ACH-000109	ACH-000117	0.980316159
ACH-000109	ACH-000121	0.981072967
ACH-000109	ACH-000129	0.980422226
ACH-000109	ACH-000132	0.980535956
ACH-000109	ACH-000138	0.980650241
ACH-000109	ACH-000139	0.979642635
ACH-000109	ACH-000142	0.980577931
ACH-000109	ACH-000144	0.981018798
ACH-000109	ACH-000145	0.98157758
ACH-000109	ACH-000147	0.981292506
ACH-000109	ACH-000148	0.981537574
ACH-000109	ACH-000149	0.981004494
ACH-000109	ACH-000159	0.980857229
ACH-000109	ACH-000161	0.980291746
ACH-000109	ACH-000171	0.979988428
ACH-000109	ACH-000174	0.981423164
ACH-000109	ACH-000176	0.978829489
ACH-000109	ACH-000181	0.981555095
ACH-000111	ACH-000001	0.981129737
ACH-000111	ACH-000007	0.981330786
ACH-000111	ACH-000008	0.980849038
ACH-000111	ACH-000009	0.980115829
ACH-000111	ACH-000012	0.98066012
ACH-000111	ACH-000015	0.980112889
ACH-000111	ACH-000023	0.980887177
ACH-000111	ACH-000030	0.981566162
ACH-000111	ACH-000035	0.980961849
ACH-000111	ACH-000040	0.980137608
ACH-000111	ACH-000042	0.980671494
ACH-000111	ACH-000047	0.980080196
ACH-000111	ACH-000052	0.981176045
ACH-000111	ACH-000055	0.981603584
ACH-000111	ACH-000062	0.980868848
ACH-000111	ACH-000067	0.98069928
ACH-000111	ACH-000078	0.980722875
ACH-000111	ACH-000082	0.980584394
ACH-000111	ACH-000087	0.979957885
ACH-000111	ACH-000092	0.980153511
ACH-000111	ACH-000094	0.980798948
ACH-000111	ACH-000098	0.979684654
